Time,nz-c2.C_dot,nz-c2.Level,nz-c2.total_cases,nz-c2.deaths,nz-c2.Iu,nz-c2.Ic
130,0,1,1489.330883,14.893309,2E-06,0
131,0,1,1489.330883,14.893309,2E-06,0
132,0,1,1489.330883,14.893309,3E-06,0
133,0,1,1489.330883,14.893309,3E-06,0
134,0,1,1489.330883,14.893309,4E-06,0
135,0,1,1489.330884,14.893309,4E-06,0
136,0,1,1489.330884,14.893309,5E-06,0
137,0,1,1489.330884,14.893309,5E-06,0
138,0,1,1489.330884,14.893309,6E-06,0
139,0,1,1489.330884,14.893309,7E-06,0
140,0,1,1489.330884,14.893309,8E-06,0
141,0,1,1489.330884,14.893309,9E-06,0
142,0,1,1489.330884,14.893309,1E-05,1E-06
143,0,1,1489.330884,14.893309,1.2E-05,1E-06
144,0,1,1489.330884,14.893309,1.3E-05,1E-06
145,2E-06,3,1489.330887,14.893309,1.2E-05,3E-06
146,2E-06,3,1489.330889,14.893309,1.2E-05,6E-06
147,2E-06,3,1489.330892,14.893309,1.2E-05,8E-06
148,2E-06,3,1489.330894,14.893309,1.2E-05,1E-05
149,2E-06,3,1489.330896,14.893309,1.1E-05,1.2E-05
150,2E-06,3,1489.330898,14.893309,1.1E-05,1.4E-05
151,2E-06,3,1489.330901,14.893309,1E-05,1.6E-05
152,2E-06,3,1489.330902,14.893309,9E-06,1.7E-05
153,2E-06,3,1489.330904,14.893309,9E-06,1.8E-05
154,2E-06,3,1489.330906,14.893309,8E-06,1.9E-05
155,1E-06,3,1489.330907,14.893309,7E-06,1.9E-05
156,1E-06,3,1489.330909,14.893309,7E-06,1.9E-05
157,1E-06,3,1489.33091,14.893309,6E-06,1.8E-05
158,1E-06,3,1489.330911,14.893309,6E-06,1.7E-05
159,1E-06,3,1489.330913,14.893309,6E-06,1.6E-05
160,1E-06,3,1489.330914,14.893309,5E-06,1.6E-05
161,1E-06,3,1489.330915,14.893309,5E-06,1.5E-05
162,1E-06,3,1489.330916,14.893309,4E-06,1.4E-05
163,1E-06,3,1489.330916,14.893309,4E-06,1.3E-05
164,1E-06,2,1489.330917,14.893309,4E-06,1.2E-05
165,1E-06,2,1489.330918,14.893309,4E-06,1.1E-05
166,1E-06,2,1489.330918,14.893309,4E-06,1E-05
167,1E-06,2,1489.330919,14.893309,4E-06,9E-06
168,1E-06,2,1489.330919,14.893309,4E-06,8E-06
169,1E-06,2,1489.33092,14.893309,4E-06,8E-06
170,1E-06,2,1489.33092,14.893309,4E-06,7E-06
171,1E-06,2,1489.330921,14.893309,4E-06,7E-06
172,1E-06,2,1489.330922,14.893309,4E-06,6E-06
173,1E-06,2,1489.330922,14.893309,4E-06,6E-06
174,1E-06,2,1489.330923,14.893309,4E-06,6E-06
175,1E-06,2,1489.330923,14.893309,4E-06,6E-06
176,1E-06,2,1489.330924,14.893309,4E-06,6E-06
177,1E-06,2,1489.330924,14.893309,4E-06,6E-06
178,0,1,1489.330924,14.893309,4E-06,5E-06
179,0,1,1489.330924,14.893309,5E-06,4E-06
180,0,1,1489.330924,14.893309,5E-06,4E-06
181,0,1,1489.330924,14.893309,6E-06,3E-06
182,0,1,1489.330924,14.893309,6E-06,3E-06
183,0,1,1489.330925,14.893309,7E-06,3E-06
184,0,1,1489.330925,14.893309,8E-06,2E-06
185,0,1,1489.330925,14.893309,9E-06,2E-06
186,0,1,1489.330925,14.893309,1.1E-05,1E-06
187,0,1,1489.330925,14.893309,1.2E-05,1E-06
188,0,1,1489.330925,14.893309,1.4E-05,1E-06
189,0,1,1489.330925,14.893309,1.5E-05,1E-06
190,0,1,1489.330925,14.893309,1.8E-05,1E-06
191,0,1,1489.330926,14.893309,2E-05,1E-06
192,2E-06,0,1489.330928,14.893309,2.1E-05,3E-06
193,2E-06,0,1489.33093,14.893309,2.2E-05,5E-06
194,2E-06,0,1489.330932,14.893309,2.4E-05,7E-06
195,3E-06,0,1489.330934,14.893309,2.5E-05,1E-05
196,3E-06,0,1489.330937,14.893309,2.7E-05,1.2E-05
197,3E-06,0,1489.33094,14.893309,2.9E-05,1.5E-05
198,3E-06,0,1489.330943,14.893309,3.2E-05,1.7E-05
199,3E-06,0,1489.330946,14.893309,3.4E-05,2E-05
200,4E-06,0,1489.33095,14.893309,3.7E-05,2.3E-05
201,4E-06,0,1489.330954,14.893309,4E-05,2.6E-05
202,4E-06,0,1489.330958,14.893309,4.3E-05,2.8E-05
203,5E-06,0,1489.330962,14.893309,4.7E-05,3.1E-05
204,5E-06,0,1489.330967,14.893309,5E-05,3.4E-05
205,5E-06,0,1489.330972,14.893309,5.4E-05,3.7E-05
206,6E-06,0,1489.330978,14.893309,5.9E-05,4E-05
207,6E-06,0,1489.330984,14.893309,6.3E-05,4.3E-05
208,7E-06,0,1489.330991,14.893309,6.8E-05,4.6E-05
209,7E-06,0,1489.330998,14.893309,7.4E-05,5E-05
210,8E-06,0,1489.331005,14.89331,7.9E-05,5.4E-05
211,9E-06,0,1489.331014,14.89331,8.6E-05,5.8E-05
212,9E-06,0,1489.331023,14.89331,9.2E-05,6.3E-05
213,1E-05,0,1489.331032,14.89331,1E-04,6.8E-05
214,1.1E-05,0,1489.331043,14.89331,0.000108,7.3E-05
215,1.2E-05,0,1489.331054,14.89331,0.000116,7.9E-05
216,1.3E-05,0,1489.331066,14.89331,0.000125,8.6E-05
217,1.4E-05,0,1489.331079,14.89331,0.000135,9.2E-05
218,1.5E-05,0,1489.331093,14.89331,0.000146,1E-04
219,1.6E-05,0,1489.331108,14.89331,0.000157,0.000107
220,1.7E-05,0,1489.331124,14.89331,0.00017,0.000116
221,1.8E-05,0,1489.331142,14.89331,0.000183,0.000125
222,2E-05,0,1489.331161,14.89331,0.000198,0.000135
223,2.1E-05,0,1489.331182,14.89331,0.000213,0.000146
224,2.3E-05,0,1489.331204,14.89331,0.00023,0.000157
225,2.5E-05,0,1489.331228,14.893311,0.000248,0.00017
226,2.7E-05,0,1489.331253,14.893311,0.000268,0.000183
227,2.9E-05,0,1489.331281,14.893311,0.000289,0.000198
228,3.1E-05,0,1489.331311,14.893311,0.000312,0.000213
229,3.4E-05,0,1489.331344,14.893311,0.000337,0.00023
230,3.6E-05,0,1489.331379,14.893311,0.000363,0.000248
231,3.9E-05,0,1489.331417,14.893311,0.000392,0.000268
232,4.2E-05,0,1489.331457,14.893312,0.000423,0.000289
233,4.6E-05,0,1489.331501,14.893312,0.000457,0.000312
234,4.9E-05,0,1489.331549,14.893312,0.000493,0.000337
235,5.3E-05,0,1489.3316,14.893312,0.000532,0.000363
236,5.7E-05,0,1489.331655,14.893313,0.000574,0.000392
237,6.2E-05,0,1489.331715,14.893313,0.000619,0.000423
238,6.7E-05,0,1489.331779,14.893313,0.000668,0.000456
239,7.2E-05,0,1489.331848,14.893314,0.000721,0.000492
240,7.8E-05,0,1489.331923,14.893314,0.000778,0.000531
241,8.4E-05,0,1489.332004,14.893314,0.000839,0.000573
242,9.1E-05,0,1489.332091,14.893315,0.000906,0.000619
243,9.8E-05,0,1489.332186,14.893315,0.000977,0.000668
244,0.000105,0,1489.332287,14.893316,0.001055,0.00072
245,0.000114,0,1489.332397,14.893316,0.001138,0.000777
246,0.000123,0,1489.332515,14.893317,0.001228,0.000839
247,0.000133,0,1489.332643,14.893317,0.001325,0.000905
248,0.000143,0,1489.33278,14.893318,0.00143,0.000977
249,0.000154,0,1489.332929,14.893319,0.001543,0.001054
250,0.000167,0,1489.333089,14.89332,0.001665,0.001137
251,0.00018,0,1489.333262,14.89332,0.001797,0.001227
252,0.000194,0,1489.333449,14.893321,0.001939,0.001324
253,0.000209,0,1489.33365,14.893322,0.002092,0.001429
254,0.000226,0,1489.333868,14.893323,0.002258,0.001542
255,0.000244,0,1489.334102,14.893324,0.002436,0.001664
256,0.000263,0,1489.334355,14.893326,0.002629,0.001795
257,0.000284,0,1489.334628,14.893327,0.002837,0.001937
258,0.000306,0,1489.334923,14.893328,0.003061,0.00209
259,0.00033,0,1489.335241,14.89333,0.003303,0.002256
260,0.000356,0,1489.335584,14.893332,0.003564,0.002434
261,0.000385,0,1489.335955,14.893333,0.003846,0.002627
262,0.000415,0,1489.336354,14.893335,0.00415,0.002834
263,0.000448,0,1489.336785,14.893337,0.004478,0.003058
264,0.000483,0,1489.337251,14.89334,0.004832,0.0033
265,0.000521,0,1489.337753,14.893342,0.005214,0.003561
266,0.000563,0,1489.338294,14.893345,0.005626,0.003843
267,0.000607,0,1489.338879,14.893347,0.006071,0.004147
268,0.000655,0,1489.33951,14.89335,0.006551,0.004474
269,0.000707,0,1489.340191,14.893354,0.007069,0.004828
270,0.000763,0,1489.340925,14.893357,0.007628,0.00521
271,0.000823,0,1489.341718,14.893361,0.008232,0.005622
272,0.000888,0,1489.342573,14.893365,0.008882,0.006066
273,0.000958,0,1489.343496,14.893369,0.009585,0.006546
274,0.001034,0,1489.344492,14.893374,0.010343,0.007064
275,0.001116,0,1489.345566,14.893379,0.01116,0.007622
276,0.001204,0,1489.346726,14.893385,0.012043,0.008225
277,0.0013,0,1489.347977,14.893391,0.012995,0.008875
278,0.001402,0,1489.349327,14.893398,0.014023,0.009577
279,0.000157,1,1489.350208,14.893404,0.015708,0.009758
280,0.000183,1,1489.350378,14.893412,0.018307,0.009173
281,0.000211,1,1489.350575,14.89342,0.021105,0.008555
282,0.000241,1,1489.350801,14.893429,0.024145,0.007904
283,0.000275,1,1489.351059,14.893438,0.0275,0.007224
284,0.000313,1,1489.351352,14.893448,0.031255,0.006535
285,0.000355,1,1489.351685,14.893458,0.0355,0.005877
286,0.000403,1,1489.352064,14.893468,0.040323,0.005298
287,0.000458,1,1489.352494,14.893477,0.045812,0.004844
288,0.000521,1,1489.352983,14.893484,0.052056,0.004549
289,0.000592,1,1489.353538,14.893491,0.059156,0.00443
290,0.000672,1,1489.354169,14.893497,0.067226,0.004487
291,0.000764,1,1489.354886,14.893502,0.076396,0.004711
292,0.000868,1,1489.355701,14.893506,0.086815,0.005089
293,0.009502,0,1489.360264,14.89351,0.095016,0.009245
294,0.001078,1,1489.361993,14.893514,0.107788,0.010575
295,0.001231,1,1489.363145,14.893518,0.123081,0.011317
296,0.001403,1,1489.364461,14.893523,0.140347,0.012185
297,0.001598,1,1489.365959,14.893528,0.159801,0.013162
298,0.001817,1,1489.367665,14.893535,0.181746,0.014209
299,0.002066,1,1489.369604,14.893543,0.206569,0.015294
300,0.002347,1,1489.371807,14.893554,0.234718,0.016422
301,0.002667,1,1489.37431,14.893567,0.266687,0.017649
302,0.00303,1,1489.377155,14.893581,0.303021,0.019062
303,0.003443,1,1489.380387,14.893596,0.344319,0.020758
304,0.003913,1,1489.38406,14.893612,0.391258,0.022825
305,0.004446,1,1489.388233,14.893629,0.444603,0.025331
306,0.005052,1,1489.392975,14.893646,0.505222,0.02833
307,0.005741,1,1489.398364,14.893665,0.574104,0.031868
308,0.006523,1,1489.40454,14.893685,0.652324,0.036043
309,0.007413,1,1489.411498,14.893707,0.741266,0.040803
310,0.008423,1,1489.419404,14.893731,0.842331,0.046266
311,0.009572,1,1489.428389,14.893759,0.957172,0.052509
312,0.010877,1,1489.438599,14.89379,1.087667,0.059625
313,0.01236,1,1489.4502,14.893825,1.235951,0.067724
314,0.014044,1,1489.463384,14.893864,1.404449,0.076934
315,0.015959,1,1489.478364,14.89391,1.59592,0.087404
316,0.018135,1,1489.495387,14.893961,1.813493,0.099305
317,0.273159,2,1489.754292,14.894019,1.821061,0.352392
318,0.276757,2,1490.028936,14.894085,1.845044,0.620425
319,0.28266,2,1490.308574,14.894161,1.884398,0.892476
320,0.288082,2,1490.594073,14.894255,1.920543,1.168595
321,0.291419,2,1490.884021,14.894394,1.942792,1.444614
322,0.292481,2,1491.176142,14.894636,1.949872,1.712493
323,0.291868,2,1491.468423,14.895064,1.945788,1.962056
324,0.290344,2,1491.759578,14.895759,1.935627,2.183645
325,0.288496,2,1492.049008,14.896785,1.92331,2.370509
326,0.28666,2,1492.336578,14.898166,1.911064,2.519965
327,0.284965,2,1492.622378,14.899892,1.899769,2.633203
328,0.283428,2,1492.906563,14.901924,1.889517,2.714208
329,0.282012,2,1493.189275,14.904208,1.880077,2.768442
330,0.280675,2,1493.470614,14.906689,1.871165,2.8017
331,0.279418,2,1493.750414,14.909313,1.862788,2.819117
332,0.278149,2,1494.029196,14.912035,1.85433,2.825699
333,0.276899,2,1494.30672,14.91482,1.845993,2.824742
334,0.275661,2,1494.582999,14.917641,1.83774,2.818893
335,0.274432,2,1494.858046,14.92048,1.829548,2.810018
336,0.273211,2,1495.131867,14.923325,1.821404,2.799375
337,0.271995,2,1495.40447,14.926167,1.813302,2.787769
338,0.270786,2,1495.675861,14.929002,1.80524,2.775689
339,0.269583,2,1495.946046,14.931826,1.797217,2.763413
340,0.268385,2,1496.21503,14.934639,1.789233,2.75109
341,0.267193,2,1496.482818,14.93744,1.781285,2.738795
342,0.266006,2,1496.749418,14.940229,1.773373,2.726557
343,0.264825,2,1497.014833,14.943004,1.765497,2.714388
344,0.263648,2,1497.27907,14.945768,1.757656,2.702288
345,0.26251,2,1497.54192,14.948519,1.750064,2.690041
346,0.261341,2,1497.803845,14.951257,1.742272,2.678102
347,0.26018,2,1498.064605,14.953984,1.734534,2.666222
348,0.259027,2,1498.324209,14.956698,1.726845,2.654402
349,0.257879,2,1498.582662,14.9594,1.719194,2.642643
350,0.256736,2,1498.839969,14.96209,1.711573,2.630948
351,0.255597,2,1499.096136,14.964768,1.70398,2.619314
352,0.254462,2,1499.351166,14.967434,1.696415,2.607737
353,0.253332,2,1499.605063,14.970089,1.688881,2.596212
354,0.252207,2,1499.857833,14.972731,1.681378,2.584736
355,0.251086,2,1500.109479,14.975362,1.673909,2.573303
356,0.249971,2,1500.360008,14.977981,1.666473,2.561913
357,0.248861,2,1500.609424,14.980589,1.65907,2.550565
358,0.247755,2,1500.857732,14.983185,1.651701,2.53926
359,0.246685,2,1501.104736,14.985769,1.644566,2.527797
360,0.245586,2,1501.350872,14.988343,1.637242,2.516608
361,0.244496,2,1501.595912,14.990904,1.62997,2.505464
362,0.243412,2,1501.839866,14.993455,1.622745,2.494369
363,0.242333,2,1502.082739,14.995994,1.615555,2.483327
364,0.241259,2,1502.324535,14.998522,1.608393,2.472341
365,0.240189,2,1502.565259,15.001038,1.601257,2.46141
366,0.239122,2,1502.804915,15.003544,1.594149,2.450532
367,0.23806,2,1503.043506,15.006038,1.587068,2.439703
368,0.237003,2,1503.281038,15.008521,1.580018,2.428919
369,0.23595,2,1503.517514,15.010993,1.572999,2.418175
370,0.234902,2,1503.75294,15.013455,1.566011,2.407472
371,0.233858,2,1503.98732,15.015905,1.559054,2.396808
372,0.232819,2,1504.220659,15.018345,1.552129,2.386183
373,0.231814,2,1504.452773,15.020774,1.545424,2.375411
374,0.230781,2,1504.68407,15.023192,1.538542,2.364897
375,0.229756,2,1504.914339,15.025599,1.531709,2.354424
376,0.228738,2,1505.143586,15.027996,1.524918,2.343998
377,0.227724,2,1505.371817,15.030382,1.518162,2.333622
378,0.226715,2,1505.599037,15.032757,1.511432,2.323298
379,0.225709,2,1505.825249,15.035122,1.504726,2.313026
380,0.224707,2,1506.050457,15.037477,1.498046,2.302804
381,0.223709,2,1506.274665,15.03982,1.491392,2.292627
382,0.222715,2,1506.497877,15.042154,1.484767,2.282493
383,0.221726,2,1506.720097,15.044477,1.478171,2.272397
384,0.220741,2,1506.941331,15.04679,1.471604,2.262338
385,0.21976,2,1507.161581,15.049093,1.465067,2.252317
386,0.218784,2,1507.380853,15.051385,1.458559,2.242333
387,0.217839,2,1507.598974,15.053668,1.452258,2.23221
388,0.216869,2,1507.816327,15.05594,1.445791,2.222329
389,0.215905,2,1508.032714,15.058202,1.439369,2.212488
390,0.214948,2,1508.248141,15.060455,1.432989,2.20269
391,0.213996,2,1508.462613,15.062697,1.426639,2.192939
392,0.213047,2,1508.676135,15.064929,1.420315,2.183238
393,0.212102,2,1508.88871,15.067151,1.414014,2.173585
394,0.21116,2,1509.100341,15.069364,1.407736,2.163979
395,0.210222,2,1509.311033,15.071566,1.401483,2.154416
396,0.209289,2,1509.520789,15.073759,1.395257,2.144892
397,0.208359,2,1509.729612,15.075942,1.389059,2.135405
398,0.207433,2,1509.937509,15.078116,1.382888,2.125953
399,0.206512,2,1510.144481,15.080279,1.376745,2.116535
400,0.205594,2,1510.350534,15.082434,1.370629,2.107153
401,0.204706,2,1510.555505,15.084579,1.364708,2.09764
402,0.203795,2,1510.759756,15.086714,1.35863,2.088355
403,0.202889,2,1510.963098,15.08884,1.352596,2.079107
404,0.20199,2,1511.165537,15.090956,1.3466,2.0699
405,0.201095,2,1511.36708,15.093063,1.340633,2.060737
406,0.200203,2,1511.567729,15.095161,1.33469,2.05162
407,0.199315,2,1511.767489,15.097249,1.328768,2.042549
408,0.19843,2,1511.966362,15.099328,1.322869,2.033522
409,0.197549,2,1512.164351,15.101398,1.316993,2.024535
410,0.196671,2,1512.361462,15.103459,1.311143,2.015585
411,0.195798,2,1512.557696,15.10551,1.305318,2.00667
412,0.194928,2,1512.753059,15.107553,1.299519,1.997788
413,0.194062,2,1512.947554,15.109586,1.293746,1.988938
414,0.1932,2,1513.141185,15.111611,1.287999,1.980121
415,0.192365,2,1513.333799,15.113626,1.282435,1.971182
416,0.191509,2,1513.525736,15.115633,1.276724,1.962456
417,0.190658,2,1513.716819,15.117631,1.271053,1.953766
418,0.189813,2,1513.907055,15.119619,1.265418,1.945113
419,0.188972,2,1514.096447,15.121599,1.259811,1.936503
420,0.188134,2,1514.285,15.123571,1.254226,1.927935
421,0.187299,2,1514.472717,15.125533,1.248662,1.919411
422,0.186468,2,1514.6596,15.127487,1.243118,1.910928
423,0.185639,2,1514.845654,15.129432,1.237596,1.902483
424,0.184815,2,1515.030881,15.131368,1.232098,1.894073
425,0.183994,2,1515.215285,15.133296,1.226624,1.885695
426,0.183176,2,1515.39887,15.135215,1.221175,1.877348
427,0.182363,2,1515.58164,15.137126,1.21575,1.869032
428,0.181552,2,1515.763598,15.139029,1.21035,1.860746
429,0.180768,2,1515.944599,15.140923,1.205121,1.852346
430,0.179963,2,1516.124965,15.142808,1.199754,1.844146
431,0.179164,2,1516.304528,15.144685,1.194425,1.83598
432,0.178369,2,1516.483295,15.146554,1.18913,1.827849
433,0.177579,2,1516.661269,15.148415,1.183861,1.819757
434,0.176792,2,1516.838455,15.150267,1.178612,1.811706
435,0.176007,2,1517.014855,15.152112,1.173383,1.803696
436,0.175226,2,1517.190472,15.153947,1.168174,1.795724
437,0.174448,2,1517.365309,15.155775,1.162985,1.787788
438,0.173673,2,1517.539369,15.157595,1.157818,1.779885
439,0.172901,2,1517.712656,15.159406,1.152675,1.772012
440,0.172133,2,1517.885173,15.16121,1.147554,1.764168
441,0.171368,2,1518.056924,15.163006,1.142456,1.756353
442,0.170607,2,1518.227912,15.164793,1.137381,1.748567
443,0.16987,2,1518.398002,15.166573,1.132467,1.740673
444,0.169114,2,1518.567494,15.168345,1.127424,1.732968
445,0.168362,2,1518.736231,15.170109,1.122416,1.725293
446,0.167616,2,1518.904221,15.171866,1.11744,1.717653
447,0.166873,2,1519.071465,15.173614,1.112489,1.710049
448,0.166134,2,1519.237969,15.175355,1.107557,1.702483
449,0.165396,2,1519.403734,15.177088,1.102643,1.694955
450,0.164662,2,1519.568763,15.178813,1.097747,1.687464
451,0.163931,2,1519.73306,15.180531,1.092871,1.680007
452,0.163202,2,1519.896627,15.18224,1.088016,1.67258
453,0.162477,2,1520.059467,15.183943,1.083182,1.665181
454,0.161756,2,1520.221583,15.185638,1.07837,1.65781
455,0.161037,2,1520.382979,15.187325,1.07358,1.650467
456,0.160322,2,1520.543659,15.189005,1.06881,1.64315
457,0.159629,2,1520.703494,15.190678,1.064193,1.635732
458,0.158918,2,1520.862768,15.192343,1.059454,1.628491
459,0.158212,2,1521.021333,15.194001,1.054748,1.621279
460,0.157511,2,1521.179194,15.195651,1.050072,1.614099
461,0.156813,2,1521.336356,15.197294,1.045419,1.606953
462,0.156118,2,1521.492821,15.19893,1.040784,1.599844
463,0.155425,2,1521.648593,15.200558,1.036166,1.59277
464,0.154735,2,1521.803673,15.202179,1.031566,1.58573
465,0.154048,2,1521.958064,15.203793,1.026984,1.578722
466,0.153363,2,1522.11177,15.2054,1.022421,1.571743
467,0.152682,2,1522.264792,15.207,1.017879,1.564791
468,0.152004,2,1522.417135,15.208593,1.013357,1.557864
469,0.151328,2,1522.568801,15.210178,1.008855,1.550963
470,0.150656,2,1522.719793,15.211757,1.004374,1.544087
471,0.150005,2,1522.869992,15.213329,1.000035,1.537116
472,0.149337,2,1523.019663,15.214894,0.995581,1.530312
473,0.148674,2,1523.168669,15.216451,0.991158,1.523535
474,0.148015,2,1523.317013,15.218002,0.986764,1.516787
475,0.147359,2,1523.4647,15.219546,0.982392,1.510072
476,0.146705,2,1523.611732,15.221083,0.978037,1.503391
477,0.146055,2,1523.758112,15.222614,0.973697,1.496744
478,0.145406,2,1523.903843,15.224137,0.969374,1.490129
479,0.14476,2,1524.048926,15.225654,0.965068,1.483543
