Time,i-c1.S,i-c1.E,i-c1.P,i-c1.Iu,i-c1.Ic,i-c1.Ru,i-c1.Rc,i-c1.D,i-c1.cases,i-c1.Phase
215.000000,59854113.588226,4050.805614,1046.443033,6322.915125,9093.764431,277493.004328,269306.043280,40401.435963,298224.624001,3.000000
216.000000,59853245.408097,3922.405674,1013.250678,6109.575096,8819.685108,278077.267182,270147.940697,40492.467470,298846.180228,3.000000
217.000000,59852404.692216,3798.124041,981.129565,5905.328396,8551.831562,278641.908885,270964.364733,40580.620602,299446.862891,3.000000
218.000000,59851590.575744,3677.814454,950.039774,5709.478612,8290.442246,279187.750733,271755.912539,40665.985899,300027.545708,3.000000
219.000000,59850802.220000,3561.339869,919.944375,5521.420842,8035.671187,279715.552977,272523.199578,40748.651172,300589.037457,3.000000
220.000000,59850038.811978,3448.570850,890.808844,5340.627536,7787.604030,280226.022739,273266.852468,40828.701554,301132.090396,3.000000
221.000000,59849299.563778,3339.384390,862.600629,5166.636437,7546.271307,280719.820707,273987.503196,40906.219556,301657.407383,3.000000
222.000000,59848583.711982,3233.663041,835.288838,4999.040380,7311.659389,281197.566774,274685.784465,40981.285131,302165.647879,3.000000
223.000000,59847890.517011,3131.294257,808.844003,4837.478691,7083.719505,281659.844805,275362.325987,41053.975741,302657.433019,3.000000
224.000000,59847219.262452,3032.169899,783.237910,4681.629972,6862.375153,282107.206658,276017.751531,41124.366425,303133.349884,3.000000
225.000000,59846569.254396,2936.185852,758.443465,4531.206044,6647.528171,282540.175582,276652.676618,41192.529873,303593.955122,3.000000
226.000000,59845939.820769,2843.241723,734.434591,4385.946898,6439.063714,282959.249096,277267.706722,41258.536487,304039.778010,3.000000
227.000000,59845330.310674,2753.240602,711.186155,4245.616470,6236.854310,283364.901433,277863.435900,41322.454456,304471.323049,3.000000
228.000000,59844740.093745,2666.088862,688.673901,4109.999124,6040.763163,283757.585621,278440.445765,41384.349821,304889.072184,3.000000
229.000000,59844168.559515,2581.695990,666.874395,3978.896717,5850.646843,284137.735257,278999.304742,41444.286541,305293.486691,3.000000
230.000000,59843615.116799,2499.974446,645.764992,3852.126159,5666.357457,284505.766041,279540.567548,41502.326557,305685.008802,3.000000
231.000000,59843079.193091,2420.839538,625.323787,3729.517373,5487.744408,284862.077086,280064.774860,41558.529857,306064.063106,3.000000
232.000000,59842560.233983,2344.209306,605.529593,3610.911597,5314.655801,285207.052062,280572.453126,41612.954532,306431.057760,3.000000
233.000000,59842057.702594,2270.004422,586.361905,3496.159969,5146.939578,285541.060189,281064.114503,41665.656841,306786.385555,3.000000
234.000000,59841571.079021,2198.148093,567.800879,3385.122336,4984.444415,285864.457112,281540.256879,41716.691264,307130.424835,3.000000
235.000000,59841099.859803,2128.565976,549.827306,3277.666266,4827.020432,286177.585672,282001.363984,41766.110562,307463.540325,3.000000
236.000000,59840643.557404,2061.186090,532.422588,3173.666210,4674.519745,286480.776591,282447.905547,41813.965826,307786.083855,3.000000
237.000000,59840201.699709,1995.938741,515.568719,3073.002800,4526.796903,286774.349081,282880.337509,41860.306536,308098.395015,3.000000
238.000000,59839773.829540,1932.756447,499.248268,2975.562258,4383.709211,287058.611406,283299.102265,41905.180605,308400.801743,3.000000
239.000000,59839359.504182,1871.573862,483.444354,2881.235890,4245.116973,287333.861372,283704.628934,41948.634433,308693.620856,3.000000
240.000000,59838958.294928,1812.327711,468.140631,2789.919658,4110.883674,287600.386791,284097.333655,41990.712953,308977.158537,3.000000
241.000000,59838569.786632,1754.956722,453.321272,2701.513810,3980.876098,287858.465902,284477.619887,42031.459677,309251.710782,3.000000
242.000000,59838193.577286,1699.401562,438.970952,2615.922571,3854.964410,288108.367753,284845.878724,42070.916742,309517.563815,3.000000
243.000000,59837829.277601,1645.604776,425.074828,2533.053862,3733.022196,288350.352566,285202.489218,42109.124953,309774.994466,3.000000
244.000000,59837476.510609,1593.510725,411.618530,2452.819065,3614.926478,288584.672071,285547.818699,42146.123824,310024.270536,3.000000
245.000000,59837134.911265,1543.065532,398.588140,2375.132815,3500.557707,288811.569823,285882.223096,42181.951621,310265.651124,3.000000
246.000000,59836804.126081,1494.217023,385.970183,2299.912815,3389.799737,289031.281499,286206.047264,42216.645398,310499.386949,3.000000
247.000000,59836483.812751,1446.914673,373.751607,2227.079672,3282.539786,289244.035176,286519.625295,42250.241039,310725.720648,3.000000
248.000000,59836173.639804,1401.109559,361.919774,2156.556750,3178.668382,289450.051600,286823.280838,42282.773292,310944.887056,3.000000
249.000000,59835873.286257,1356.754301,350.462449,2088.270040,3078.079307,289649.544435,287117.327403,42314.275807,311157.113476,3.000000
250.000000,59835582.441286,1313.803019,339.367778,2022.148039,2980.669530,289842.720509,287402.068668,42344.781169,311362.619939,3.000000
251.000000,59835300.803902,1272.211286,328.624287,1958.121639,2886.339137,290029.780043,287677.798771,42374.320933,311561.619442,3.000000
252.000000,59835028.082643,1231.936078,318.220862,1896.124032,2794.991258,290210.916867,287944.802602,42402.925656,311754.318192,3.000000
253.000000,59834763.995272,1192.935733,308.146743,1836.090610,2706.531990,290386.318639,288203.356085,42430.624928,311940.915821,3.000000
254.000000,59834508.268481,1155.169906,298.391507,1777.958887,2620.870322,290556.167040,288453.726455,42457.447402,312121.605610,3.000000
255.000000,59834260.637614,1118.599528,288.945063,1721.668410,2537.918056,290720.637978,288696.172522,42483.420828,312296.574692,3.000000
256.000000,59834020.846393,1083.186767,279.797640,1667.160690,2457.589730,290879.901767,288930.944938,42508.572075,312466.004255,3.000000
257.000000,59833788.646646,1048.894988,270.939774,1614.379130,2379.802541,291034.123314,289158.286443,42532.927164,312630.069731,3.000000
258.000000,59833563.798061,1015.688713,262.362301,1563.268953,2304.476269,291183.462294,289378.432118,42556.511291,312788.940986,3.000000
259.000000,59833346.067927,983.533587,254.056347,1513.777147,2231.533201,291328.073313,289591.609621,42579.348856,312942.782496,3.000000
260.000000,59833135.230903,952.396344,246.013319,1465.852394,2160.898056,291468.106076,289798.039420,42601.463488,313091.753520,3.000000
261.000000,59832931.068778,922.244767,238.224896,1419.445020,2092.497913,291603.705540,289997.935018,42622.878066,313236.008269,3.000000
262.000000,59832733.370247,893.047662,230.683020,1374.506939,2026.262144,291735.012069,290191.503171,42643.614748,313375.696066,3.000000
263.000000,59832541.930694,864.774818,223.379888,1330.991595,1962.122336,291862.161579,290378.944100,42663.694989,313510.961502,3.000000
264.000000,59832356.551980,837.396982,216.307943,1288.853918,1900.012232,291985.285680,290560.451699,42683.139565,313641.944588,3.000000
265.000000,59832177.042236,810.885827,209.459869,1248.050269,1839.867658,292104.511812,290736.213730,42701.968597,313768.780899,3.000000
266.000000,59832003.215669,785.213922,202.828579,1208.538399,1781.626465,292219.963380,290906.412020,42720.201567,313891.601716,3.000000
267.000000,59831834.892363,760.354702,196.407212,1170.277400,1725.228459,292331.759879,291071.222645,42737.857340,314010.534162,3.000000
268.000000,59831671.898100,736.282445,190.189124,1133.227661,1670.615347,292440.017022,291230.816113,42754.954188,314125.701335,3.000000
269.000000,59831514.064175,712.972242,184.167880,1097.350831,1617.730676,292544.846857,291385.357538,42771.509800,314237.222436,3.000000
270.000000,59831361.227224,690.399972,178.337251,1062.609773,1566.519772,292646.357884,291535.006815,42787.541309,314345.212890,3.000000
271.000000,59831213.229053,668.542278,172.691202,1028.968529,1516.929689,292744.655168,291679.918777,42803.065304,314449.784469,3.000000
272.000000,59831069.916477,647.376541,167.223891,996.392280,1468.909152,292839.840448,291820.243362,42818.097848,314551.045405,3.000000
273.000000,59830931.141159,626.880858,161.929661,964.847310,1422.408508,292932.012242,291956.125762,42832.654499,314649.100506,3.000000
274.000000,59830796.759458,607.034020,156.803033,934.300972,1377.379669,293021.265950,292087.706578,42846.750319,314744.051258,3.000000
275.000000,59830666.632278,587.815488,151.838702,904.721652,1333.776070,293107.693950,292215.121962,42860.399897,314835.995939,3.000000
276.000000,59830540.624930,569.205375,147.031531,876.078739,1291.552615,293191.385697,292338.503756,42873.617357,314925.029712,3.000000
277.000000,59830418.606985,551.184420,142.376544,848.342589,1250.665635,293272.427814,292457.979634,42886.416378,315011.244730,3.000000
278.000000,59830300.452145,533.733975,137.868925,821.484499,1211.072841,293350.904181,292573.673228,42898.810205,315094.730228,3.000000
279.000000,59830186.038108,516.835980,133.504009,795.476673,1172.733281,293426.896025,292685.704258,42910.811665,315175.572614,3.000000
280.000000,59830075.246446,500.472948,129.277278,770.292196,1135.607298,293500.481999,292794.188656,42922.433179,315253.855566,3.000000
281.000000,59829967.962477,484.627943,125.184358,745.905005,1099.656490,293571.738268,292899.238685,42933.686772,315329.660108,3.000000
282.000000,59829864.075153,469.284569,121.221014,722.289861,1064.843666,293640.738586,293000.963057,42944.584093,315403.064701,3.000000
283.000000,59829763.476939,454.426944,117.383144,699.422325,1031.132815,293707.554371,293099.467042,42955.136419,315474.145323,3.000000
284.000000,59829666.063704,440.039694,113.666775,677.278732,998.489063,293772.254781,293194.852580,42965.354671,315542.975547,3.000000
285.000000,59829571.734615,426.107926,110.068062,655.836165,966.878639,293834.906786,293287.218383,42975.249424,315609.626616,3.000000
286.000000,59829480.392029,412.617224,106.583279,635.072432,936.268841,293895.575234,293376.660040,42984.830920,315674.167518,3.000000
287.000000,59829391.941396,399.553623,103.208822,614.966045,906.628001,293954.322920,293463.270116,42994.109075,315736.665057,3.000000
288.000000,59829306.291158,386.903604,99.941196,595.496196,877.925453,294011.210654,293547.138245,43003.093492,315797.183923,3.000000
289.000000,59829223.352657,374.654075,96.777020,576.642733,850.131501,294066.297319,293628.351225,43011.793469,315855.786757,3.000000
290.000000,59829143.040040,362.792355,93.713019,558.386145,823.217388,294119.639934,293706.993106,43020.218012,315912.534220,3.000000
291.000000,59829065.270171,351.306170,90.746022,540.707538,797.155267,294171.293713,293783.145279,43028.375838,315967.485049,3.000000
292.000000,59828989.962550,340.183631,87.872959,523.588614,771.918173,294221.312123,293856.886557,43036.275393,316020.696123,3.000000
293.000000,59828917.039221,329.413225,85.090854,507.011656,747.479992,294269.746937,293928.293262,43043.924852,316072.222521,3.000000
294.000000,59828846.424698,318.983805,82.396830,490.959508,723.815438,294316.648291,293997.439296,43051.332132,316122.117579,3.000000
295.000000,59828778.045885,308.884577,79.788097,475.415556,700.900025,294362.064732,294064.396226,43058.504900,316170.432942,3.000000
296.000000,59828711.832000,299.105086,77.261956,460.363711,678.710042,294406.043272,294129.233350,43065.450581,316217.218623,3.000000
297.000000,59828647.714501,289.635212,74.815791,445.788397,657.222526,294448.629433,294192.017776,43072.176363,316262.523049,3.000000
298.000000,59828585.627015,280.465152,72.447071,431.674526,636.415243,294489.867297,294252.814486,43078.689208,316306.393117,3.000000
299.000000,59828525.505274,271.585414,70.153345,418.007491,616.266662,294529.799550,294311.686405,43084.995857,316348.874237,3.000000
300.000000,59828467.287040,262.986808,67.932237,404.773147,596.755932,294568.467527,294368.694468,43091.102839,316390.010383,3.000000
301.000000,59828410.912049,254.660433,65.781450,391.957795,577.862865,294605.911254,294423.897678,43097.016473,316429.844135,3.000000
302.000000,59828356.321944,246.597672,63.698756,379.548172,559.567908,294642.169491,294477.353175,43102.742881,316468.416727,3.000000
303.000000,59828303.460213,238.790178,61.682001,367.531433,541.852129,294677.279769,294529.116285,43108.287991,316505.768087,3.000000
304.000000,59828252.272137,231.229870,59.729096,355.895140,524.697195,294711.278432,294579.240586,43113.657542,316541.936878,3.000000
305.000000,59828202.704727,223.908923,57.838020,344.627249,508.085352,294744.200674,294627.777961,43118.857092,316576.960540,3.000000
306.000000,59828154.706672,216.819758,56.006816,333.716098,491.999410,294776.080575,294674.778647,43123.892023,316610.875327,3.000000
307.000000,59828108.228285,209.955038,54.233588,323.150392,476.422720,294806.951134,294720.291294,43128.767547,316643.716348,3.000000
308.000000,59828063.221453,203.307658,52.516501,312.919195,461.339164,294836.844307,294764.363010,43133.488710,316675.517596,3.000000
309.000000,59828019.639587,196.870735,50.853777,303.011918,446.733129,294865.791038,294807.039414,43138.060400,316706.311991,3.000000
310.000000,59827977.437569,190.637608,49.243696,293.418306,432.589501,294893.821292,294848.364678,43142.487348,316736.131409,3.000000
311.000000,59827936.571715,184.601824,47.684591,284.128428,418.893641,294920.964084,294888.381578,43146.774137,316765.006720,3.000000
312.000000,59827896.999720,178.757136,46.174848,275.132669,405.631376,294947.247511,294927.131535,43150.925204,316792.967813,3.000000
313.000000,59827858.680620,173.097494,44.712903,266.421717,392.788978,294972.698782,294964.654659,43154.944846,316820.043632,3.000000
314.000000,59827821.574746,167.617039,43.297245,257.986556,380.353158,294997.344241,295000.989790,43158.837224,316846.262206,3.000000
315.000000,59827785.643689,162.310098,41.926407,249.818454,368.311043,295021.209402,295036.174539,43162.606367,316871.650675,3.000000
316.000000,59827750.850251,157.171178,40.598971,241.908957,356.650171,295044.318969,295070.245325,43166.256177,316896.235321,3.000000
317.000000,59827717.158416,152.194959,39.313562,234.249877,345.358472,295066.696864,295103.237417,43169.790431,316920.041592,3.000000
318.000000,59827684.533305,147.376291,38.068850,226.833287,334.424261,295088.366252,295135.184964,43173.212789,316943.094133,3.000000
319.000000,59827652.941145,142.710186,36.863546,219.651509,323.836220,295109.349565,295166.121036,43176.526792,316965.416806,3.000000
320.000000,59827622.349233,138.191812,35.696403,212.697110,313.583389,295129.668524,295196.077655,43179.735872,316987.032720,3.000000
321.000000,59827592.725898,133.816494,34.566213,205.962890,303.655159,295149.344164,295225.085832,43182.843349,317007.964252,3.000000
322.000000,59827564.040476,129.579701,33.471805,199.441880,294.041251,295168.396851,295253.175592,43185.852442,317028.233068,3.000000
323.000000,59827536.263272,125.477049,32.412047,193.127328,284.731716,295186.846309,295280.376013,43188.766264,317047.860151,3.000000
324.000000,59827509.365529,121.504290,31.385842,187.012699,275.716918,295204.711637,295306.715251,43191.587832,317066.865819,3.000000
325.000000,59827483.319404,117.657313,30.392127,181.091663,266.987527,295222.011328,295332.220570,43194.320066,317085.269746,3.000000
326.000000,59827458.097934,113.932134,29.429875,175.358091,258.534506,295238.763291,295356.918373,43196.965796,317103.090983,3.000000
327.000000,59827433.675008,110.324897,28.498088,169.806048,250.349106,295254.984867,295380.834224,43199.527760,317120.347979,3.000000
328.000000,59827410.025345,106.831869,27.595802,164.429786,242.422856,295270.692849,295403.992882,43202.008609,317137.058598,3.000000
329.000000,59827387.124462,103.449433,26.722083,159.223742,234.747551,295285.903498,295426.418317,43204.410912,317153.240139,3.000000
330.000000,59827364.948652,100.174089,25.876028,154.182524,227.315245,295300.632559,295448.133745,43206.737156,317168.909353,3.000000
331.000000,59827343.474958,97.002445,25.056759,149.300916,220.118248,295314.895280,295469.161644,43208.989749,317184.082460,3.000000
332.000000,59827322.681151,93.931219,24.263429,144.573863,213.149108,295328.706425,295489.523781,43211.171022,317198.775168,3.000000
333.000000,59827302.545704,90.957231,23.495216,139.996473,206.400612,295342.080292,295509.241234,43213.283234,317213.002686,3.000000
334.000000,59827283.047774,88.077403,22.751326,135.564008,199.865775,295355.030726,295528.334415,43215.328571,317226.779744,3.000000
335.000000,59827264.167175,85.288753,22.030989,131.271878,193.537833,295367.571133,295546.823087,43217.309151,317240.120602,3.000000
336.000000,59827245.884362,82.588395,21.333458,127.115641,187.410236,295379.714494,295564.726390,43219.227023,317253.039071,3.000000
337.000000,59827228.180409,79.973533,20.658011,123.090995,181.476640,295391.473381,295582.062857,43221.084173,317265.548525,3.000000
338.000000,59827211.036988,77.441460,20.003950,119.193772,175.730904,295402.859966,295598.850433,43222.882524,317277.661914,3.000000
339.000000,59827194.436352,74.989556,19.370598,115.419940,170.167081,295413.886037,295615.106498,43224.623937,317289.391776,3.000000
340.000000,59827178.361316,72.615282,18.757298,111.765591,164.779411,295424.563008,295630.847878,43226.310215,317300.750256,3.000000
341.000000,59827162.795238,70.316180,18.163416,108.226943,159.562317,295434.901931,295646.090870,43227.943103,317311.749111,3.000000
342.000000,59827147.722005,68.089871,17.588336,104.800332,154.510400,295444.913511,295660.851252,43229.524292,317322.399727,3.000000
343.000000,59827133.126013,65.934049,17.031465,101.482211,149.618429,295454.608110,295675.144304,43231.055419,317332.713130,3.000000
344.000000,59827083.876680,96.693366,18.399113,98.621019,144.886200,295464.000383,295688.984872,43232.538366,317342.704910,2.000000
345.000000,59827005.721953,144.456760,26.597285,100.984543,140.535300,295473.320312,295702.394647,43233.989198,317352.619728,2.000000
346.000000,59826926.342379,182.791881,36.226894,111.298587,137.209680,295483.237688,295715.438106,43235.454783,317363.170128,2.000000
347.000000,59826842.926150,216.266638,45.331375,128.274985,135.519042,295494.452167,295728.241785,43236.987857,317375.100426,2.000000
348.000000,59826753.087148,248.059187,53.782820,150.102367,135.852239,295507.502951,295740.979363,43238.633923,317388.984238,2.000000
349.000000,59826654.847691,280.285461,61.933904,175.461764,138.409637,295522.779221,295753.851679,43240.430641,317405.235589,2.000000
350.000000,59826546.491338,314.364993,70.180514,203.629151,143.276411,295540.574749,295767.072439,43242.410404,317424.167002,2.000000
351.000000,59826426.420016,351.300875,78.851357,234.341794,150.484299,295561.138166,295780.860443,43244.603048,317446.042978,2.000000
352.000000,59826293.045102,391.867616,88.202943,267.647571,160.053090,295584.709047,295795.436659,43247.037969,317471.118383,2.000000
353.000000,59826144.709934,436.729782,98.440728,303.792511,172.015543,295611.541478,295811.024384,43249.745639,317499.663522,2.000000
354.000000,59825979.634329,486.515095,109.741196,343.149225,186.431257,295641.919039,295827.851174,43252.758682,317531.980077,2.000000
355.000000,59825795.872523,541.859625,122.268780,386.176042,203.393994,295676.164590,295846.151753,43256.112691,317568.411514,2.000000
356.000000,59825591.278264,603.436741,136.187616,433.396388,223.035460,295714.647232,295866.171417,43259.846880,317609.350495,2.000000
357.000000,59825363.472974,671.977007,151.669537,485.390680,245.527425,295757.787973,295888.169711,43264.004691,317655.244900,2.000000
358.000000,59825109.814297,748.283372,168.899687,542.795737,271.083255,295806.065013,295912.424270,43268.634368,317706.603453,2.000000
359.000000,59824827.363363,833.244159,188.080756,606.308673,299.959489,295860.019199,295939.234797,43273.789562,317764.001524,2.000000
360.000000,59824512.849594,927.845377,209.436515,676.693564,332.457765,295920.259993,295968.927211,43279.529980,317828.087474,2.000000
361.000000,59824162.632228,1033.183222,233.215072,754.789942,368.927308,295987.472148,296001.857996,43285.922082,317899.589767,2.000000
362.000000,59823772.657857,1150.477357,259.692107,841.522691,409.768042,296062.423261,296038.418818,43293.039865,317979.324993,2.000000
363.000000,59823338.413374,1281.085325,289.174265,937.913131,455.434420,296145.972302,296079.041464,43300.965718,318068.206952,2.000000
364.000000,59822854.873691,1426.518414,322.002809,1045.091293,506.439993,296239.079250,296124.203173,43309.791377,318167.256897,2.000000
365.000000,59822316.443600,1588.459200,358.557624,1164.309431,563.362775,296342.815934,296174.432442,43319.618991,318277.615071,2.000000
366.000000,0.000000,1237.939559,349.657358,1279.892355,626.408522,296457.953196,296230.306703,43330.534620,318400.101520,2.000000
367.000000,0.000000,964.078165,298.198562,1341.959633,692.109324,296581.682065,296292.276817,43342.387746,318531.727976,2.000000
368.000000,0.000000,750.801363,241.750991,1342.312784,754.419714,296708.286539,296360.309525,43354.811396,318666.413587,2.000000
369.000000,0.000000,584.706414,191.770796,1294.072642,808.355867,296832.514723,296433.837725,43367.434144,318798.571230,2.000000
370.000000,0.000000,455.355580,150.633813,1213.390285,850.878488,296950.564705,296511.916443,43379.952997,318924.156316,2.000000
371.000000,0.000000,354.620199,117.783376,1114.010695,880.677111,297060.058447,296593.399479,43392.143004,319040.639021,2.000000
372.000000,0.000000,276.169857,91.900952,1006.236549,897.708065,297159.748695,296677.080631,43403.847562,319146.692477,2.000000
373.000000,0.000000,215.074578,71.634288,897.263593,902.757422,297249.206098,296761.791639,43414.964694,319241.859926,2.000000
374.000000,0.000000,167.495015,55.810626,791.834563,897.097362,297328.557258,296846.463255,43425.434233,319326.276054,2.000000
375.000000,0.000000,130.441172,43.472652,692.870508,882.237708,297398.284517,296930.158589,43435.227165,319400.453990,2.000000
376.000000,0.000000,101.584512,33.858658,601.989023,859.755975,297459.080023,297012.086924,43444.337197,319465.130059,2.000000
377.000000,0.000000,79.111624,26.369495,519.902634,831.187030,297511.742789,297091.604498,43452.774240,319521.154279,2.000000
378.000000,0.000000,61.610269,20.536372,446.714870,797.956055,297557.108243,297168.207068,43460.559433,319569.415400,2.000000
379.000000,0.000000,47.980626,15.993401,382.135582,761.341987,297596.001637,297241.517686,43467.721391,319610.791351,2.000000
380.000000,0.000000,37.366181,12.455342,325.634796,722.461832,297629.208683,297311.272078,43474.293398,319646.117996,2.000000
381.000000,0.000000,29.099902,9.699948,276.550714,682.268778,297657.458389,297377.303254,43480.311327,319676.170874,2.000000
382.000000,0.000000,22.662318,7.554099,234.163968,641.559060,297681.414373,297439.526374,43485.812121,319701.655963,2.000000
383.000000,0.000000,17.648879,5.882957,197.747311,600.983978,297701.671954,297497.924532,43490.832700,319723.206582,2.000000
384.000000,0.000000,13.744532,4.581510,166.597630,561.064612,297718.759028,297552.535810,43495.409190,319741.384320,2.000000
385.000000,0.000000,10.703917,3.567972,140.055395,522.207529,297733.139330,297603.441770,43499.576398,319756.682513,2.000000
386.000000,0.000000,8.335959,2.778653,117.515315,484.720403,297745.217088,297650.757427,43503.367468,319769.531193,2.000000
387.000000,0.000000,6.491848,2.163949,98.430951,448.826850,297755.342382,297694.622660,43506.813671,319780.302782,2.000000
388.000000,0.000000,5.055698,1.685233,82.315308,414.680084,297763.816721,297735.194960,43509.944308,319789.318036,2.000000
389.000000,0.000000,3.937259,1.312420,68.738820,382.375188,297770.898559,297772.643400,43512.786666,319796.851906,2.000000
390.000000,0.000000,3.066244,1.022081,57.325767,351.959952,297776.808530,297807.143692,43515.366045,319803.139109,2.000000
391.000000,0.000000,2.387919,0.795973,47.749826,323.444289,297781.734306,297838.874192,43517.705807,319808.379297,1.000000
392.000000,0.000000,1.859655,0.619885,39.729259,296.808303,297785.835018,297868.012731,43519.827461,319812.741756,1.000000
393.000000,0.000000,1.448256,0.482752,33.022054,272.009138,297789.245215,297894.734142,43521.750755,319816.369625,1.000000
394.000000,0.000000,1.127867,0.375956,27.421233,248.986717,297792.078377,297919.208380,43523.493781,319819.383628,1.000000
395.000000,0.000000,0.878356,0.292785,22.750455,227.668494,297794.430003,297941.599136,43525.073082,319821.885357,1.000000
396.000000,0.000000,0.684043,0.228014,18.859990,207.973363,297796.380291,297962.062847,43526.503763,319823.960132,1.000000
397.000000,0.000000,0.532717,0.177572,15.623073,189.814823,297797.996473,297980.748056,43527.799596,319825.679474,1.000000
398.000000,0.000000,0.414867,0.138289,12.932672,173.103522,297799.334814,297997.795021,43528.973126,319827.103241,1.000000
399.000000,0.000000,0.323089,0.107696,10.698624,157.749258,297800.442331,298013.335545,43530.035767,319828.281451,1.000000
400.000000,0.000000,0.251614,0.083871,8.845141,143.662550,297801.358259,298027.492980,43530.997897,319829.255843,1.000000
401.000000,0.000000,0.195951,0.065317,7.308637,130.755821,297802.115298,298040.382343,43531.868944,319830.061203,1.000000
402.000000,0.000000,0.152602,0.050867,6.035859,118.944296,297802.740669,298052.110549,43532.657470,319830.726492,1.000000
403.000000,0.000000,0.118843,0.039614,4.982275,108.146627,297803.257009,298062.776697,43533.371246,319831.275790,1.000000
404.000000,0.000000,0.092552,0.030851,4.110702,98.285341,297803.683124,298072.472421,43534.017321,319831.729103,1.000000
405.000000,0.000000,0.072077,0.024026,3.390133,89.287101,297804.034622,298081.282265,43534.602087,319832.103037,1.000000
406.000000,0.000000,0.056132,0.018711,2.794742,81.082859,297804.324449,298089.284079,43535.131341,319832.411363,1.000000
407.000000,0.000000,0.043714,0.014571,2.303041,73.607895,297804.563330,298096.549425,43535.610334,319832.665492,1.000000
408.000000,0.000000,0.034044,0.011348,1.897172,66.801786,297804.760149,298103.143987,43536.043826,319832.874874,1.000000
409.000000,0.000000,0.026512,0.008837,1.562306,60.608307,297804.922255,298109.127964,43536.436130,319833.047328,1.000000
410.000000,0.000000,0.020647,0.006882,1.286141,54.975301,297805.055728,298114.556462,43536.791149,319833.189320,1.000000
411.000000,0.000000,0.016080,0.005360,1.058480,49.854508,297805.165591,298119.479871,43537.112422,319833.306196,1.000000
412.000000,0.000000,0.012522,0.004174,0.870874,45.201376,297805.255995,298123.944219,43537.403150,319833.402370,1.000000
413.000000,0.000000,0.009752,0.003251,0.716331,40.974864,297805.330367,298127.991511,43537.666235,319833.481489,1.000000
414.000000,0.000000,0.007595,0.002532,0.589067,37.137230,297805.391533,298131.660054,43537.904302,319833.546559,1.000000
415.000000,0.000000,0.005915,0.001972,0.484300,33.653822,297805.441826,298134.984751,43538.119727,319833.600063,1.000000
416.000000,0.000000,0.004606,0.001535,0.398078,30.492874,297805.483170,298137.997386,43538.314662,319833.644046,1.000000
417.000000,0.000000,0.003587,0.001196,0.327139,27.625301,297805.517150,298140.726884,43538.491054,319833.680195,1.000000
418.000000,0.000000,0.002794,0.000931,0.268788,25.024504,297805.545072,298143.199556,43538.650666,319833.709899,1.000000
419.000000,0.000000,0.002176,0.000725,0.220805,22.666181,297805.568012,298145.439319,43538.795094,319833.734303,1.000000
420.000000,0.000000,0.001694,0.000565,0.181355,20.528151,297805.586855,298147.467910,43538.925781,319833.754349,1.000000
421.000000,0.000000,0.001319,0.000440,0.148929,18.590188,297805.602330,298149.305070,43539.044035,319833.770811,1.000000
422.000000,0.000000,0.001028,0.000343,0.122282,16.833858,297805.615037,298150.968728,43539.151037,319833.784330,1.000000
423.000000,0.000000,0.000800,0.000267,0.100387,15.242373,297805.625470,298152.475156,43539.247858,319833.795428,1.000000
424.000000,0.000000,0.000623,0.000208,0.082402,13.800457,297805.634034,298153.839122,43539.335466,319833.804539,0.000000
425.000000,0.000000,0.000485,0.000162,0.067629,12.494212,297805.641064,298155.074021,43539.414738,319833.812017,0.000000
426.000000,0.000000,0.000378,0.000126,0.055498,11.311005,297805.646832,298156.192005,43539.486467,319833.818154,0.000000
427.000000,0.000000,0.000294,0.000098,0.045538,10.239354,297805.651566,298157.204090,43539.551370,319833.823190,0.000000
428.000000,0.000000,0.000229,0.000076,0.037361,9.268830,297805.655450,298158.120267,43539.610097,319833.827322,0.000000
429.000000,0.000000,0.000179,0.000060,0.030649,8.389963,297805.658637,298158.949588,43539.663236,319833.830712,0.000000
430.000000,0.000000,0.000139,0.000046,0.025140,7.594157,297805.661250,298159.700260,43539.711318,319833.833493,0.000000
431.000000,0.000000,0.000108,0.000036,0.020620,6.873610,297805.663394,298160.379718,43539.754825,319833.835774,0.000000
432.000000,0.000000,0.000084,0.000028,0.016911,6.221245,297805.665153,298160.994699,43539.794191,319833.837644,0.000000
433.000000,0.000000,0.000066,0.000022,0.013867,5.630645,297805.666595,298161.551306,43539.829811,319833.839178,0.000000
434.000000,0.000000,0.000051,0.000017,0.011371,5.095988,297805.667777,298162.055066,43539.862042,319833.840436,0.000000
435.000000,0.000000,0.000040,0.000013,0.009323,4.611997,297805.668747,298162.510986,43539.891205,319833.841468,0.000000
436.000000,0.000000,0.000031,0.000010,0.007644,4.173890,297805.669542,298162.923602,43539.917593,319833.842313,0.000000
437.000000,0.000000,0.000024,0.000008,0.006266,3.777332,297805.670193,298163.297018,43539.941469,319833.843006,0.000000
438.000000,0.000000,0.000019,0.000006,0.005137,3.418394,297805.670727,298163.634954,43539.963074,319833.843575,0.000000
439.000000,0.000000,0.000015,0.000005,0.004210,3.093518,297805.671165,298163.940775,43539.982622,319833.844041,0.000000
440.000000,0.000000,0.000011,0.000004,0.003451,2.799480,297805.671524,298164.217530,43540.000311,319833.844423,0.000000
441.000000,0.000000,0.000009,0.000003,0.002828,2.533359,297805.671819,298164.467978,43540.016315,319833.844736,0.000000
